article_title	PMID	sentence	short_form	long_form
Marine protected areas in Latin America and Caribbean threatened by polycyclic aromatic hydrocarbons.	33288292	The present study is a literature-based analysis investigating occurrence and the possible consequences of polycyclic aromatic hydrocarbons (PAH) in marine protected areas (MPAs) of Latin America and Caribbean. The approach using overlapping of georeferenced MPA polygons with data compiled from peer-reviewed literature, published during the last 15 years, showed 341 records of PAH in 9 countries. PAH was reported to occur within the boundaries of 36 MPAs located in Argentina, Brazil, Colombia, Mexico, Nicaragua and Uruguay. According to quality guidelines, low to moderate impacts are expected in MPAs categorized in different management classes. Considering sediment samples, 13% of the records presented concentrations enough to cause occasional toxicity. Such level of risk was also seen in Ramsar sites and in Amazonian MPAs. In addition, based on concentrations reported in biota, occasional deleterious effects on organisms from Biosphere Reserves might occur. Diagnostic ratios pointed out petrogenic and pyrolytic processes as PAH predominant sources, and were mainly attributed to the proximity to ports, industries and urban areas. MPAs located in the vicinity of impact-generating areas may be under threat and require government attention and action, mainly through implementation of contamination monitoring programs.	PAH	 polycyclic aromatic hydrocarbons
The herbicide dinitramine affects the proliferation of murine testicular cells via endoplasmic reticulum stress-induced calcium dysregulation.	33288293	The hazardous effects of herbicides are well known; however, their effects on the reproductive system remain unclear. In this study, we demonstrated the anti-proliferative effects of dinitramine (DN) on immature murine testicular cell lines (Leydig and Sertoli cells) mediated via endoplasmic reticulum (ER) stress-induced calcium dysregulation in the cytosol and mitochondria. The results demonstrated that the viability and proliferation of DN-treated TM3 and TM4 cells decreased significantly, even in the spheroid state. DN induced the apoptosis of TM3 and TM4 cells and decreased the expression of genes related to cell cycle progression. Treatment with DN increased the cytosolic and intramitochondrial levels of calcium by activating ER stress signals. DN activated the Erk/P38/Jnk Mapk pathway and inactivated the Pi3k/Akt pathway in murine testicular cells. Co-treatment with 2-aminoethoxydiphenyl borate (2-APB) mitigated DN-induced calcium upregulation in both testicular cell lines. Although 2-APB did not antagonize the anti-proliferative effect of DN in TM3 cells, treatment with 2-APB and 1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid restored the proliferation of DN-treated TM4 cells.	2-APB	 2-aminoethoxydiphenyl borate
The herbicide dinitramine affects the proliferation of murine testicular cells via endoplasmic reticulum stress-induced calcium dysregulation.	33288293	The hazardous effects of herbicides are well known; however, their effects on the reproductive system remain unclear. In this study, we demonstrated the anti-proliferative effects of dinitramine (DN) on immature murine testicular cell lines (Leydig and Sertoli cells) mediated via endoplasmic reticulum (ER) stress-induced calcium dysregulation in the cytosol and mitochondria. The results demonstrated that the viability and proliferation of DN-treated TM3 and TM4 cells decreased significantly, even in the spheroid state. DN induced the apoptosis of TM3 and TM4 cells and decreased the expression of genes related to cell cycle progression. Treatment with DN increased the cytosolic and intramitochondrial levels of calcium by activating ER stress signals. DN activated the Erk/P38/Jnk Mapk pathway and inactivated the Pi3k/Akt pathway in murine testicular cells. Co-treatment with 2-aminoethoxydiphenyl borate (2-APB) mitigated DN-induced calcium upregulation in both testicular cell lines. Although 2-APB did not antagonize the anti-proliferative effect of DN in TM3 cells, treatment with 2-APB and 1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid restored the proliferation of DN-treated TM4 cells.	ER	 endoplasmic reticulum
The herbicide dinitramine affects the proliferation of murine testicular cells via endoplasmic reticulum stress-induced calcium dysregulation.	33288293	The hazardous effects of herbicides are well known; however, their effects on the reproductive system remain unclear. In this study, we demonstrated the anti-proliferative effects of dinitramine (DN) on immature murine testicular cell lines (Leydig and Sertoli cells) mediated via endoplasmic reticulum (ER) stress-induced calcium dysregulation in the cytosol and mitochondria. The results demonstrated that the viability and proliferation of DN-treated TM3 and TM4 cells decreased significantly, even in the spheroid state. DN induced the apoptosis of TM3 and TM4 cells and decreased the expression of genes related to cell cycle progression. Treatment with DN increased the cytosolic and intramitochondrial levels of calcium by activating ER stress signals. DN activated the Erk/P38/Jnk Mapk pathway and inactivated the Pi3k/Akt pathway in murine testicular cells. Co-treatment with 2-aminoethoxydiphenyl borate (2-APB) mitigated DN-induced calcium upregulation in both testicular cell lines. Although 2-APB did not antagonize the anti-proliferative effect of DN in TM3 cells, treatment with 2-APB and 1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid restored the proliferation of DN-treated TM4 cells.	DN	 dinitramine
Heavy metal pollution, ecological risk, spatial distribution, and source identification in sediments of the Lijiang River, China.	33288295	The Lijiang River is of great ecological and environmental importance for Guilin City, which is located in the karst area of southeast China. Given its importance, a detailed evaluation of the heavy metals (HMs) in the river sediment is required. For the first time, 61 sediment samples were collected along the entire Lijiang River to determine pollution level and ecological risk posed by 10 HMs (Co, Cr, Cu, Mn, Ni, Pb, Zn, As, Hg, and Cd). These were assessed using the geo-accumulation index, potential ecological risk index, and modified degree of contamination. The results showed that the mean concentrations of the majority of HMs exceeded their corresponding background values and followed the trend: midstream > downstream > upstream. Based on the spatial distributions and pollution indices of the 10 HMs, the Lijiang River was found to have a high accumulation of Cd, Hg, Zn, and Pb in the sediments. The midstream area was the most polluted with respect to Cd and Hg, and also posed a relatively higher potential ecological risk than the downstream and upstream areas. The sources of the assessed HMs were inferred based on a correlation analysis and principal component analysis, which identified both natural and anthropogenic sources. A higher pollution potential was associated with Cd, Hg, Pb, and Zn in the midstream and downstream areas due to higher organic and carbonate content, urbanization, agricultural activities, and leisure activities (e.g., boating and cruises). In contrast, natural erosion and weathering processes were responsible for the HM concentrations in the upstream area. The findings of this study will help the local authorities to protect the important water resource of the Lijiang River.	HMs	 heavy metals
Distinct microplastic distributions in soils of different land-use types: A case study of Chinese farmlands.	33288296	Microplastic (MP) pollution poses a huge threat to agroecosystems, but the distribution characteristics of MPs in different types of farmland are still largely unknown. In this work, samples from six land-use types were collected from Chinese farmlands in five provinces. It was found that MP abundances were in the range of 2783-6366 items/kg in all samples. MP distribution results showed that over 80% of particles were less than 1 mm, and that MP sizes ranging between 0.02 and 0.2 mm represented the greatest proportion. The particle shape classified as fragment (with edges and angular) was the most frequent shape, with an abundance of approximately 54.05%. Polyethylene (PE) and polyamides (PA) were the most abundant polymers in cropped lands; 20.88% and 20.31%, respectively. Statistical analyses showed that lands used for plastic mulching (mulch film and greenhouse crops) had a significantly higher particle abundance, hence identifying plastic mulching as a major contributor to MP pollution in agricultural lands. Furthermore, paddy lands had a significantly higher MP abundance than wheat lands. Variation analyses of MP characteristics revealed that cereal crop farmlands (wheat, paddy land) were more likely to contain fibrous shapes and large MP particles (1-5 mm). Economically important tree lands (orchards, woodlands) were likely to contain fragment shapes and pony-size MPs (0.02-0.2 mm). Discrepancies among farmlands may depend on various reasons, such as mulching plastic application, irrigation, atmospheric fallout, etc. This study provides firsthand evidences about the characteristics of MP pollution in farmlands and explores some predominant MP sources in agroecosystems.	PE	 Polyethylene
Distinct microplastic distributions in soils of different land-use types: A case study of Chinese farmlands.	33288296	Microplastic (MP) pollution poses a huge threat to agroecosystems, but the distribution characteristics of MPs in different types of farmland are still largely unknown. In this work, samples from six land-use types were collected from Chinese farmlands in five provinces. It was found that MP abundances were in the range of 2783-6366 items/kg in all samples. MP distribution results showed that over 80% of particles were less than 1 mm, and that MP sizes ranging between 0.02 and 0.2 mm represented the greatest proportion. The particle shape classified as fragment (with edges and angular) was the most frequent shape, with an abundance of approximately 54.05%. Polyethylene (PE) and polyamides (PA) were the most abundant polymers in cropped lands; 20.88% and 20.31%, respectively. Statistical analyses showed that lands used for plastic mulching (mulch film and greenhouse crops) had a significantly higher particle abundance, hence identifying plastic mulching as a major contributor to MP pollution in agricultural lands. Furthermore, paddy lands had a significantly higher MP abundance than wheat lands. Variation analyses of MP characteristics revealed that cereal crop farmlands (wheat, paddy land) were more likely to contain fibrous shapes and large MP particles (1-5 mm). Economically important tree lands (orchards, woodlands) were likely to contain fragment shapes and pony-size MPs (0.02-0.2 mm). Discrepancies among farmlands may depend on various reasons, such as mulching plastic application, irrigation, atmospheric fallout, etc. This study provides firsthand evidences about the characteristics of MP pollution in farmlands and explores some predominant MP sources in agroecosystems.	MP	 Microplastic
Continuous increases of surface ozone and associated premature mortality growth in China during 2015-2019.	33288298	Ambient ozone (O3) pollution has become a big issue in China. Recent studies have linked long- and short-term O3 exposure to several public health risks. In this study, we (1) characterize the long-term and short-term O3-attributed health metric in China from 2015 to 2019; (2) estimate the surface O3 trends; and (3) quantify the long-term and short-term health impacts (i.e. all-cause, cardiovascular and respiratory mortality) in 350 urban Chinese cities. In these 5-years, the national annual average of daily maximum 8 h average (AVGDMA8) O3 concentrations and warm-season (April-September) 4th highest daily maximum 8 h average (4DMA8) O3 concentrations increased from 74.0 ± 15.5 μg/m3 (mean ± standard deviation) to 82.3 ± 12.0 μg/m3 and 167 ± 37.0 μg/m3 to 174 ± 30.0 μg/m3 respectively. During this period, the DMA8 O3 concentration increased by 1.9 ± 3.3 μg/m3/yr across China, with over 70% of the monitoring sites showing a positive upward trend and 19.4% with trends >5 μg/m3/yr. The estimated long-term all-cause, cardiovascular and respiratory premature mortalities attributable to AVGDMA8 O3 exposure in 350 Chinese cities were 181,000 (95% CI: 91,500-352,000), 112,000 (95% CI: 38,100-214,000) and 33,800 (95% CI: 0-71,400) in 2019, showing increases of 52.5%, 52.9% and 54.6% respectively compared to 2015 levels. Similarly, short-term all-cause, cardiovascular and respiratory premature mortalities attributed to ambient 4DMA8 O3 exposure were 156,000 (95% CI: 85,300-227,000), 73,500 (95% CI: 27,500-119,000) and 28,600 (95% CI: 14,500-42,800) in 2019, increases of 19.6%, 19.8% and 21.2% respectively compared to 2015. The results of this study are important in ascertaining the eﬀectiveness of recent emission control measures and to identify the areas that require urgent attention.	4DMA8ĠO3	 4th highest daily maximum 8Âłh
Continuous increases of surface ozone and associated premature mortality growth in China during 2015-2019.	33288298	Ambient ozone (O3) pollution has become a big issue in China. Recent studies have linked long- and short-term O3 exposure to several public health risks. In this study, we (1) characterize the long-term and short-term O3-attributed health metric in China from 2015 to 2019; (2) estimate the surface O3 trends; and (3) quantify the long-term and short-term health impacts (i.e. all-cause, cardiovascular and respiratory mortality) in 350 urban Chinese cities. In these 5-years, the national annual average of daily maximum 8 h average (AVGDMA8) O3 concentrations and warm-season (April-September) 4th highest daily maximum 8 h average (4DMA8) O3 concentrations increased from 74.0 ± 15.5 μg/m3 (mean ± standard deviation) to 82.3 ± 12.0 μg/m3 and 167 ± 37.0 μg/m3 to 174 ± 30.0 μg/m3 respectively. During this period, the DMA8 O3 concentration increased by 1.9 ± 3.3 μg/m3/yr across China, with over 70% of the monitoring sites showing a positive upward trend and 19.4% with trends >5 μg/m3/yr. The estimated long-term all-cause, cardiovascular and respiratory premature mortalities attributable to AVGDMA8 O3 exposure in 350 Chinese cities were 181,000 (95% CI: 91,500-352,000), 112,000 (95% CI: 38,100-214,000) and 33,800 (95% CI: 0-71,400) in 2019, showing increases of 52.5%, 52.9% and 54.6% respectively compared to 2015 levels. Similarly, short-term all-cause, cardiovascular and respiratory premature mortalities attributed to ambient 4DMA8 O3 exposure were 156,000 (95% CI: 85,300-227,000), 73,500 (95% CI: 27,500-119,000) and 28,600 (95% CI: 14,500-42,800) in 2019, increases of 19.6%, 19.8% and 21.2% respectively compared to 2015. The results of this study are important in ascertaining the eﬀectiveness of recent emission control measures and to identify the areas that require urgent attention.	AVGDMA8ĠO3	 national annual average of daily maximum 8Âłh average
Continuous increases of surface ozone and associated premature mortality growth in China during 2015-2019.	33288298	Ambient ozone (O3) pollution has become a big issue in China. Recent studies have linked long- and short-term O3 exposure to several public health risks. In this study, we (1) characterize the long-term and short-term O3-attributed health metric in China from 2015 to 2019; (2) estimate the surface O3 trends; and (3) quantify the long-term and short-term health impacts (i.e. all-cause, cardiovascular and respiratory mortality) in 350 urban Chinese cities. In these 5-years, the national annual average of daily maximum 8 h average (AVGDMA8) O3 concentrations and warm-season (April-September) 4th highest daily maximum 8 h average (4DMA8) O3 concentrations increased from 74.0 ± 15.5 μg/m3 (mean ± standard deviation) to 82.3 ± 12.0 μg/m3 and 167 ± 37.0 μg/m3 to 174 ± 30.0 μg/m3 respectively. During this period, the DMA8 O3 concentration increased by 1.9 ± 3.3 μg/m3/yr across China, with over 70% of the monitoring sites showing a positive upward trend and 19.4% with trends >5 μg/m3/yr. The estimated long-term all-cause, cardiovascular and respiratory premature mortalities attributable to AVGDMA8 O3 exposure in 350 Chinese cities were 181,000 (95% CI: 91,500-352,000), 112,000 (95% CI: 38,100-214,000) and 33,800 (95% CI: 0-71,400) in 2019, showing increases of 52.5%, 52.9% and 54.6% respectively compared to 2015 levels. Similarly, short-term all-cause, cardiovascular and respiratory premature mortalities attributed to ambient 4DMA8 O3 exposure were 156,000 (95% CI: 85,300-227,000), 73,500 (95% CI: 27,500-119,000) and 28,600 (95% CI: 14,500-42,800) in 2019, increases of 19.6%, 19.8% and 21.2% respectively compared to 2015. The results of this study are important in ascertaining the eﬀectiveness of recent emission control measures and to identify the areas that require urgent attention.	O3	 ozone
Prediction of resting energy expenditure in healthy older adults: A systematic review.	33288302	Estimates of energy requirements, based on measured or predicted resting energy expenditure (REE), are needed to avoid undernutrition or overnutrition (and their clinical consequences) in elderly subjects. The aims of this systematic review were to evaluate the prediction accuracy of REE in healthy elderly subjects and to ascertain which equation is more reliable at group level and/or individual level.	REE	 resting energy expenditure
Day and night changes in energy expenditure of patients on automated peritoneal dialysis.	33288303	Automated peritoneal dialysis (APD) treatment for end-stage kidney disease affords patients a degree of autonomy in everyday life. Clinical investigations of their energy expenditure (EE) are usually based on resting EE, which could mask day and night variations in EE. The aim of this study, therefore, was to compare the components of EE in APD patients and healthy control (C) subjects.	C	 control
Day and night changes in energy expenditure of patients on automated peritoneal dialysis.	33288303	Automated peritoneal dialysis (APD) treatment for end-stage kidney disease affords patients a degree of autonomy in everyday life. Clinical investigations of their energy expenditure (EE) are usually based on resting EE, which could mask day and night variations in EE. The aim of this study, therefore, was to compare the components of EE in APD patients and healthy control (C) subjects.	EE	 energy expenditure
Day and night changes in energy expenditure of patients on automated peritoneal dialysis.	33288303	Automated peritoneal dialysis (APD) treatment for end-stage kidney disease affords patients a degree of autonomy in everyday life. Clinical investigations of their energy expenditure (EE) are usually based on resting EE, which could mask day and night variations in EE. The aim of this study, therefore, was to compare the components of EE in APD patients and healthy control (C) subjects.	APD	 peritoneal dialysis
Living Donor Liver Transplantation Versus Deceased Donor Liver Transplantation for Hepatocellular Carcinoma Within or Beyond the Milan Criteria: Comparable Long-Term Outcomes.	33288309	The long-term outcomes after living donor liver transplantation (LDLT) vs deceased donor liver transplantation (DDLT) for hepatocellular carcinoma (HCC) remain controversial. We compared the long-term outcomes between LDLT and DDLT in patients with HCCs within or beyond the Milan criteria.	HCC	 hepatocellular carcinoma
Living Donor Liver Transplantation Versus Deceased Donor Liver Transplantation for Hepatocellular Carcinoma Within or Beyond the Milan Criteria: Comparable Long-Term Outcomes.	33288309	The long-term outcomes after living donor liver transplantation (LDLT) vs deceased donor liver transplantation (DDLT) for hepatocellular carcinoma (HCC) remain controversial. We compared the long-term outcomes between LDLT and DDLT in patients with HCCs within or beyond the Milan criteria.	DDLT	 deceased donor liver transplantation
Living Donor Liver Transplantation Versus Deceased Donor Liver Transplantation for Hepatocellular Carcinoma Within or Beyond the Milan Criteria: Comparable Long-Term Outcomes.	33288309	The long-term outcomes after living donor liver transplantation (LDLT) vs deceased donor liver transplantation (DDLT) for hepatocellular carcinoma (HCC) remain controversial. We compared the long-term outcomes between LDLT and DDLT in patients with HCCs within or beyond the Milan criteria.	LDLT	 living donor liver transplantation
Management of Immunosuppression After Kidney Transplant Failure: Effect on Patient Sensitization.	33288310	Immunosuppressive treatment is often interrupted in the first months following kidney transplant failure (KTF) to limit side effects. The aim of this study was to assess the effect of prolonged treatment (PT) of more than 3 months' duration after KTF on HLA sensitization and treatment tolerance.	PT	 prolonged treatment
Management of Immunosuppression After Kidney Transplant Failure: Effect on Patient Sensitization.	33288310	Immunosuppressive treatment is often interrupted in the first months following kidney transplant failure (KTF) to limit side effects. The aim of this study was to assess the effect of prolonged treatment (PT) of more than 3 months' duration after KTF on HLA sensitization and treatment tolerance.	KTF	 kidney transplant failure
Management of Chylous Ascites After Laparoscopic Nephrectomy for Living Kidney Donor: A Case Report and Literature Review.	33288311	Kidney transplant is currently the elective treatment of choice for end-stage renal disease. Laparoscopic living donor nephrectomy (LLDN) has substantial advantages over open nephrectomy. Chylous ascites (CA) is a rare surgical complication after the LLDN; there are few reports in the literature. We present a case report of a 58-year-old woman who started CA on the 21st day post operation. The recommended initial therapeutic approach to suspend the fat in the diet and place percutaneous drainage was not enough. It was decided to jointly introduce fasting and total parenteral nutrition with the administration of octreotide, resolving the complication completely in 15 days with no need for the patient to undergo surgery. The conservative management, during the first 4 to 8 weeks after the diagnosis is the best option. Surgery is generally recommended if conservative management fails. The prevalence of CA varied between 0% and 6.2% of LLDNs. In our experience of 87 LLDNs, we only presented 1.15% for this complication. There are 62 cases reported in the international literature. The mean presentation was 14 days after LLDN. All patients underwent conservative treatment, and only 15 patients (24%) went to surgery after the failure of conservative management. It would be highly useful, considering the disparity of the prevalence, if the bibliographic reports detail what hemostatic and sealing techniques are used in an LLDN. In this way it would be possible to identify which factor affects a complication like this one.	CA	 Chylous ascites
Management of Chylous Ascites After Laparoscopic Nephrectomy for Living Kidney Donor: A Case Report and Literature Review.	33288311	Kidney transplant is currently the elective treatment of choice for end-stage renal disease. Laparoscopic living donor nephrectomy (LLDN) has substantial advantages over open nephrectomy. Chylous ascites (CA) is a rare surgical complication after the LLDN; there are few reports in the literature. We present a case report of a 58-year-old woman who started CA on the 21st day post operation. The recommended initial therapeutic approach to suspend the fat in the diet and place percutaneous drainage was not enough. It was decided to jointly introduce fasting and total parenteral nutrition with the administration of octreotide, resolving the complication completely in 15 days with no need for the patient to undergo surgery. The conservative management, during the first 4 to 8 weeks after the diagnosis is the best option. Surgery is generally recommended if conservative management fails. The prevalence of CA varied between 0% and 6.2% of LLDNs. In our experience of 87 LLDNs, we only presented 1.15% for this complication. There are 62 cases reported in the international literature. The mean presentation was 14 days after LLDN. All patients underwent conservative treatment, and only 15 patients (24%) went to surgery after the failure of conservative management. It would be highly useful, considering the disparity of the prevalence, if the bibliographic reports detail what hemostatic and sealing techniques are used in an LLDN. In this way it would be possible to identify which factor affects a complication like this one.	LLDN	 Laparoscopic living donor nephrectomy
Does RNAi-Based Technology Fit within EU Sustainability Goals?	33288312	European Union (EU) and global sustainability policies emphasize the need to replace contentious pesticides with safe, efficient, and cost-effective alternatives to ensure sustainable food production. However, R&D for alternatives to contentious pesticides are lagging behind and need to be broadened. Here, we discuss how RNAi-based technology can contribute to pesticide risk reduction.	EU	 European Union
Phosphorus recovery as struvite from digested sludge - experience from the full scale.	33288315	There is an ongoing paradigm shift; wastewater is often not considered a waste any more, but a source of valuable resources: nutrients (N: nitrogen, P: phosphorus, and K: potassium), energy and water. The recovery of phosphorus from municipal wastewater has gained a lot of attention because of limited phosphate rock reserves and associated geopolitics, and pollution of phosphate rock. At the WWTP of Leuven, Aquafin operates a full scale installation to recover phosphorus as struvite from digested sludge. This paper discusses the performance of the struvite plant, pollutants in the struvite, struvite use, and economics.	ĠWWTP	 municipal wastewater
Flood economic assessment of structural measure based on integrated flood risk management: A case study in Beijing.	33288316	Flood disasters have appeared more frequently in recent years because of climate change and urbanization, and Integrated Flood Risk Management (IFRM) has emerged as an effective method to reduce damage from these floods. This research studies IFRM methods in three aspects: flood risk identification of high-risk areas, flood risk assessment to quantify economic losses, and flood risk management to identify structural measures with the greatest engineering benefits. These methods were applied to Beijing as a case study, and the results showed that the Zuoan-Road area was a high-risk area with economic losses ranging from 0.7 million to 35.9 million euros over different return periods. There are five structural measures in Zuoan-Road area, with engineering benefits ranging from 0.97 to 1.60 over different return periods, and the one with the greatest engineering benefits had a fifty-year return period. The results of this research can be used to support urban flood risk management in Beijing.	IFRM	 Integrated Flood Risk Management
COVID-19: Does the infectious inoculum dose-response relationship contribute to understanding heterogeneity in disease severity and transmission dynamics?	33288314	"The variation in the speed and intensity of SARS-CoV-2 transmission and severity of the resulting COVID-19 disease are still imperfectly understood. We postulate a dose-response relationship in COVID-19, and that ""the dose of virus in the initial inoculum"" is an important missing link in understanding several incompletely explained observations in COVID-19 as a factor in transmission dynamics and severity of disease. We hypothesize that: (1) Viral dose in inoculum is related to severity of disease, (2) Severity of disease is related to transmission potential, and (3) In certain contexts, chains of severe cases can build up to severe local outbreaks, and large-scale intensive epidemics. Considerable evidence from other infectious diseases substantiates this hypothesis and recent evidence from COVID-19 points in the same direction. We suggest research avenues to validate the hypothesis. If proven, our hypothesis could strengthen the scientific basis for deciding priority containment measures in various contexts in particular the importance of avoiding super-spreading events and the benefits of mass masking."	ĠCOVID-19	 of
Leachability of metals from waste incineration residues by iron- and sulfur-oxidizing bacteria.	33288317	Hazardous waste disposal via incineration generates a substantial amount of ashes and slags which pose an environmental risk due to their toxicity. Currently, these residues are deposited in landfills with loss of potentially recyclable raw material. In this study, the use of acidophilic bioleaching bacteria (Acidithiobacillus ferrooxidans, Acidithiobacillus thiooxidans, and Leptospirillum ferrooxidans) as an environmentally friendly, efficient strategy for the recovery of valuable metals from incineration residues was investigated. Zinc, Cobalt, Copper, and Manganese from three different incineration residues were bio-extracted up to 100% using A. ferrooxidans under ferrous iron oxidation. The other metals showed lower leaching efficiencies based on the type of culture used. Sulfur-oxidizing cultures A. ferrooxidans and A. thiooxidans, containing sulfur as the sole substrate, expressed a significantly lower leaching efficiency (up to 50%). According to ICP-MS, ashes and slags contained Fe, Zn, Cu, Mn, Cr, Cd, and Ni in economically attractive concentrations between 0.2 and 75 mg g-1. Compared to conventional hydrometallurgical and pyrometallurgical processes, our biological approach provides many advantages such as: the use of a limited amount of used strong acids (H2SO4 or HCl), recycling operations at lower temperatures (~30 °C) and no emission of toxic gases during combustion (i.e., dioxins and furans).	ĠICP-MS	 sulfur
Leachability of metals from waste incineration residues by iron- and sulfur-oxidizing bacteria.	33288317	Hazardous waste disposal via incineration generates a substantial amount of ashes and slags which pose an environmental risk due to their toxicity. Currently, these residues are deposited in landfills with loss of potentially recyclable raw material. In this study, the use of acidophilic bioleaching bacteria (Acidithiobacillus ferrooxidans, Acidithiobacillus thiooxidans, and Leptospirillum ferrooxidans) as an environmentally friendly, efficient strategy for the recovery of valuable metals from incineration residues was investigated. Zinc, Cobalt, Copper, and Manganese from three different incineration residues were bio-extracted up to 100% using A. ferrooxidans under ferrous iron oxidation. The other metals showed lower leaching efficiencies based on the type of culture used. Sulfur-oxidizing cultures A. ferrooxidans and A. thiooxidans, containing sulfur as the sole substrate, expressed a significantly lower leaching efficiency (up to 50%). According to ICP-MS, ashes and slags contained Fe, Zn, Cu, Mn, Cr, Cd, and Ni in economically attractive concentrations between 0.2 and 75 mg g-1. Compared to conventional hydrometallurgical and pyrometallurgical processes, our biological approach provides many advantages such as: the use of a limited amount of used strong acids (H2SO4 or HCl), recycling operations at lower temperatures (~30 °C) and no emission of toxic gases during combustion (i.e., dioxins and furans).	ĠS	 iron
Assessment of POFA -Cementitious material as backfill barrier in DSRS borehole disposal: 226Ra confinement.	33288318	Disused Sealed Radioactive Sources (DSRS) borehole disposal is an innovative concept recommended by international atomic energy agency (IAEA) to improve the safety and security of the management end point for these sources. A green application of Palm Oil Fuel Ash (POFA) as a supplementary material for cementitious backfill barrier in DSRS borehole disposal facility is proposed. Samples with up to 50% POFA replacement complied with the mechanical and hydraulic performance requirements for backfill barriers in retrievable radioactive waste disposal facilities. The structures of one year old OPC and optimum OPC-POFA cement backfills were evaluated using FESEM, XRD, EDXRF, BET, and TGA and their 226 Ra confinement performances were assessed. 30% POFA replacement improved the geochemical conditions by reducing competitive Ca2+ release into the disposal environment. It enhanced 226Ra confinement performance independently on the amount of water intrusion or releases below 2% of 1 Ci source. The improved performance is attributed to the higher fraction of active sites of OPC-POFA backfill compared to that of OPC backfill. 226Ra sorption onto C-S-H is irreversible, spontaneous, endothermic, and independent on the degree of the surface filling. The provided experimental data and theoretical analysis proved the feasibility of this green use of POFA in reducing the radiological hazard of 226Ra.	POFA	 Palm Oil Fuel Ash
Assessment of POFA -Cementitious material as backfill barrier in DSRS borehole disposal: 226Ra confinement.	33288318	Disused Sealed Radioactive Sources (DSRS) borehole disposal is an innovative concept recommended by international atomic energy agency (IAEA) to improve the safety and security of the management end point for these sources. A green application of Palm Oil Fuel Ash (POFA) as a supplementary material for cementitious backfill barrier in DSRS borehole disposal facility is proposed. Samples with up to 50% POFA replacement complied with the mechanical and hydraulic performance requirements for backfill barriers in retrievable radioactive waste disposal facilities. The structures of one year old OPC and optimum OPC-POFA cement backfills were evaluated using FESEM, XRD, EDXRF, BET, and TGA and their 226 Ra confinement performances were assessed. 30% POFA replacement improved the geochemical conditions by reducing competitive Ca2+ release into the disposal environment. It enhanced 226Ra confinement performance independently on the amount of water intrusion or releases below 2% of 1 Ci source. The improved performance is attributed to the higher fraction of active sites of OPC-POFA backfill compared to that of OPC backfill. 226Ra sorption onto C-S-H is irreversible, spontaneous, endothermic, and independent on the degree of the surface filling. The provided experimental data and theoretical analysis proved the feasibility of this green use of POFA in reducing the radiological hazard of 226Ra.	IAEA	 international atomic energy agency
Assessment of POFA -Cementitious material as backfill barrier in DSRS borehole disposal: 226Ra confinement.	33288318	Disused Sealed Radioactive Sources (DSRS) borehole disposal is an innovative concept recommended by international atomic energy agency (IAEA) to improve the safety and security of the management end point for these sources. A green application of Palm Oil Fuel Ash (POFA) as a supplementary material for cementitious backfill barrier in DSRS borehole disposal facility is proposed. Samples with up to 50% POFA replacement complied with the mechanical and hydraulic performance requirements for backfill barriers in retrievable radioactive waste disposal facilities. The structures of one year old OPC and optimum OPC-POFA cement backfills were evaluated using FESEM, XRD, EDXRF, BET, and TGA and their 226 Ra confinement performances were assessed. 30% POFA replacement improved the geochemical conditions by reducing competitive Ca2+ release into the disposal environment. It enhanced 226Ra confinement performance independently on the amount of water intrusion or releases below 2% of 1 Ci source. The improved performance is attributed to the higher fraction of active sites of OPC-POFA backfill compared to that of OPC backfill. 226Ra sorption onto C-S-H is irreversible, spontaneous, endothermic, and independent on the degree of the surface filling. The provided experimental data and theoretical analysis proved the feasibility of this green use of POFA in reducing the radiological hazard of 226Ra.	DSRS	 Disused Sealed Radioactive Sources
Celebrex derivatives: Synthesis, α-glucosidase inhibition, crystal structures and molecular docking studies.	33288319	Celebrex (1), commonly used as an anti-inflammatory drug, was functionalized (compounds 2-9) to identify new α-glucosidase inhibitors. Initially, all the synthesized derivatives were evaluated for anti-inflammatory activity but none was found to be active. Subsequently a random biological screening was carried out. Interestingly many of them were found to be potent α-glucosidase inhibitors in vitro. All the structures of synthesized derivatives were deduced through 1H NMR, FAB-MS, HR-MS, FT-IR analysis. The single-crystal X-ray structures of compounds 1, and 5 further confirmed the assigned structures. Compounds exhibited a potent α-glucosidase inhibitory activity (IC50 = 92.32 ± 1.530-445.20 ± 1.04 µM) against tested standard acarbose (IC50 = 875.75 ± 2.08 µM), except compounds 2 and 4, which appeared as inactive. Among them, compound 9 (IC50 = 92.32 ± 1.530 µM) was the most potent inhibitor of α-glucosidase enzyme. Molecular docking studies revealed that compounds 6, and 9 interacted with the key amino acid residues of α-glucosidase via H-bonding, and π-π stacking interactions. α-Glucosidase is a key target for the anti-diabetic drug development, and its inhibitors are known to exert anti hyperglycemic effect and help in lowering of post-prandial blood glucose levels.	-glucosidase	 Î±
